Date,Jacket,Date,Coat,Date,Puffer,Date,FieldJacket,Date,Cardigan
2017-06-28,0.04007,2017-06-28,0.04118,2017-06-28,0.08565,2017-06-28,0.01275,2017-06-28,0.11074
2017-06-29,0.04286,2017-06-29,0.04655,2017-06-29,0.07352,2017-06-29,0.00878,2017-06-29,0.11359
2017-06-30,0.03707,2017-06-30,0.04223,2017-06-30,0.07938,2017-06-30,0.00801,2017-06-30,0.09589
2017-07-01,0.04425,2017-07-01,0.04787,2017-07-01,0.09025,2017-07-01,0.00801,2017-07-01,0.09039
2017-07-02,0.04683,2017-07-02,0.05456,2017-07-02,0.11959,2017-07-02,0.01003,2017-07-02,0.10607
2017-07-03,0.04704,2017-07-03,0.0524,2017-07-03,0.09743,2017-07-03,0.01205,2017-07-03,0.11478
2017-07-04,0.04383,2017-07-04,0.0462,2017-07-04,0.0892,2017-07-04,0.00871,2017-07-04,0.1122
2017-07-05,0.04648,2017-07-05,0.04969,2017-07-05,0.09094,2017-07-05,0.01108,2017-07-05,0.11492
2017-07-06,0.043,2017-07-06,0.05206,2017-07-06,0.09854,2017-07-06,0.01205,2017-07-06,0.10704
2017-07-07,0.04125,2017-07-07,0.0547,2017-07-07,0.10154,2017-07-07,0.01184,2017-07-07,0.09164
2017-07-08,0.04941,2017-07-08,0.05038,2017-07-08,0.11004,2017-07-08,0.00968,2017-07-08,0.08844
2017-07-09,0.04725,2017-07-09,0.05972,2017-07-09,0.12962,2017-07-09,0.01254,2017-07-09,0.09959
2017-07-10,0.05171,2017-07-10,0.06537,2017-07-10,0.12035,2017-07-10,0.01386,2017-07-10,0.10802
2017-07-11,0.05206,2017-07-11,0.06126,2017-07-11,0.11506,2017-07-11,0.01066,2017-07-11,0.10739
2017-07-12,0.04955,2017-07-12,0.05185,2017-07-12,0.10955,2017-07-12,0.01073,2017-07-12,0.10007
2017-07-13,0.04502,2017-07-13,0.05505,2017-07-13,0.10872,2017-07-13,0.01129,2017-07-13,0.09715
2017-07-14,0.04153,2017-07-14,0.05352,2017-07-14,0.09959,2017-07-14,0.00892,2017-07-14,0.08509
2017-07-15,0.0453,2017-07-15,0.0593,2017-07-15,0.10955,2017-07-15,0.01142,2017-07-15,0.09039
2017-07-16,0.04906,2017-07-16,0.06014,2017-07-16,0.14328,2017-07-16,0.01456,2017-07-16,0.10035
2017-07-17,0.04376,2017-07-17,0.05582,2017-07-17,0.12607,2017-07-17,0.01317,2017-07-17,0.10279
2017-07-18,0.04655,2017-07-18,0.05854,2017-07-18,0.11332,2017-07-18,0.01073,2017-07-18,0.10593
2017-07-19,0.04983,2017-07-19,0.05896,2017-07-19,0.12746,2017-07-19,0.0124,2017-07-19,0.09763
2017-07-20,0.04718,2017-07-20,0.05456,2017-07-20,0.1253,2017-07-20,0.00996,2017-07-20,0.09206
2017-07-21,0.04662,2017-07-21,0.05491,2017-07-21,0.1276,2017-07-21,0.01115,2017-07-21,0.0846
2017-07-22,0.04307,2017-07-22,0.06355,2017-07-22,0.13778,2017-07-22,0.00982,2017-07-22,0.08056
2017-07-23,0.05087,2017-07-23,0.07143,2017-07-23,0.16517,2017-07-23,0.01359,2017-07-23,0.09624
2017-07-24,0.04794,2017-07-24,0.06899,2017-07-24,0.16203,2017-07-24,0.01442,2017-07-24,0.1053
2017-07-25,0.05317,2017-07-25,0.06355,2017-07-25,0.16287,2017-07-25,0.01609,2017-07-25,0.0975
2017-07-26,0.05324,2017-07-26,0.0692,2017-07-26,0.15883,2017-07-26,0.01233,2017-07-26,0.103
2017-07-27,0.0547,2017-07-27,0.07471,2017-07-27,0.1605,2017-07-27,0.01233,2017-07-27,0.09645
2017-07-28,0.05484,2017-07-28,0.07408,2017-07-28,0.15527,2017-07-28,0.01456,2017-07-28,0.0954
2017-07-29,0.05108,2017-07-29,0.07338,2017-07-29,0.16405,2017-07-29,0.014,2017-07-29,0.08488
2017-07-30,0.05979,2017-07-30,0.08223,2017-07-30,0.19263,2017-07-30,0.01519,2017-07-30,0.09157
2017-07-31,0.06258,2017-07-31,0.07958,2017-07-31,0.20099,2017-07-31,0.01853,2017-07-31,0.11171
2017-08-01,0.05937,2017-08-01,0.07993,2017-08-01,0.18747,2017-08-01,0.02048,2017-08-01,0.10586
2017-08-02,0.06265,2017-08-02,0.08579,2017-08-02,0.1996,2017-08-02,0.01644,2017-08-02,0.10865
2017-08-03,0.06349,2017-08-03,0.08697,2017-08-03,0.24713,2017-08-03,0.01721,2017-08-03,0.10481
2017-08-04,0.0623,2017-08-04,0.08641,2017-08-04,0.25361,2017-08-04,0.01582,2017-08-04,0.09763
2017-08-05,0.05603,2017-08-05,0.08321,2017-08-05,0.26908,2017-08-05,0.01442,2017-08-05,0.08655
2017-08-06,0.06007,2017-08-06,0.11095,2017-08-06,0.32407,2017-08-06,0.01749,2017-08-06,0.09757
2017-08-07,0.07136,2017-08-07,0.11206,2017-08-07,0.33145,2017-08-07,0.01798,2017-08-07,0.10272
2017-08-08,0.07742,2017-08-08,0.11847,2017-08-08,0.3493,2017-08-08,0.02306,2017-08-08,0.11366
2017-08-09,0.07763,2017-08-09,0.12224,2017-08-09,0.37362,2017-08-09,0.02244,2017-08-09,0.12217
2017-08-10,0.07917,2017-08-10,0.13576,2017-08-10,0.39878,2017-08-10,0.03066,2017-08-10,0.1336
2017-08-11,0.08049,2017-08-11,0.13311,2017-08-11,0.3578,2017-08-11,0.02543,2017-08-11,0.12823
2017-08-12,0.07861,2017-08-12,0.13269,2017-08-12,0.33327,2017-08-12,0.02453,2017-08-12,0.1129
2017-08-13,0.09757,2017-08-13,0.16621,2017-08-13,0.44157,2017-08-13,0.03331,2017-08-13,0.1752
2017-08-14,0.12258,2017-08-14,0.1821,2017-08-14,0.5266,2017-08-14,0.04118,2017-08-14,0.23758
2017-08-15,0.14795,2017-08-15,0.23026,2017-08-15,0.62667,2017-08-15,0.05547,2017-08-15,0.29626
2017-08-16,0.14384,2017-08-16,0.22622,2017-08-16,0.60821,2017-08-16,0.06063,2017-08-16,0.30441
2017-08-17,0.15144,2017-08-17,0.24964,2017-08-17,0.56813,2017-08-17,0.06251,2017-08-17,0.28274
2017-08-18,0.14461,2017-08-18,0.24329,2017-08-18,0.50151,2017-08-18,0.05826,2017-08-18,0.24176
2017-08-19,0.14377,2017-08-19,0.23521,2017-08-19,0.52987,2017-08-19,0.06,2017-08-19,0.22991
2017-08-20,0.17729,2017-08-20,0.27319,2017-08-20,0.70794,2017-08-20,0.06697,2017-08-20,0.30476
2017-08-21,0.17904,2017-08-21,0.25814,2017-08-21,0.60235,2017-08-21,0.07331,2017-08-21,0.31403
2017-08-22,0.18092,2017-08-22,0.26392,2017-08-22,0.56541,2017-08-22,0.07206,2017-08-22,0.27514
2017-08-23,0.17074,2017-08-23,0.26079,2017-08-23,0.53963,2017-08-23,0.06383,2017-08-23,0.26629
2017-08-24,0.17506,2017-08-24,0.24657,2017-08-24,0.55608,2017-08-24,0.06432,2017-08-24,0.26176
2017-08-25,0.16865,2017-08-25,0.22469,2017-08-25,0.50771,2017-08-25,0.05819,2017-08-25,0.23814
2017-08-26,0.18621,2017-08-26,0.23605,2017-08-26,0.57099,2017-08-26,0.06042,2017-08-26,0.28169
2017-08-27,0.22009,2017-08-27,0.29208,2017-08-27,0.74006,2017-08-27,0.07011,2017-08-27,0.37313
2017-08-28,0.23855,2017-08-28,0.30469,2017-08-28,0.63936,2017-08-28,0.0883,2017-08-28,0.45941
2017-08-29,0.30887,2017-08-29,0.41404,2017-08-29,0.77275,2017-08-29,0.13297,2017-08-29,0.72229
2017-08-30,0.37202,2017-08-30,0.45391,2017-08-30,1.28381,2017-08-30,0.16078,2017-08-30,0.93973
2017-08-31,0.31835,2017-08-31,0.38595,2017-08-31,0.97145,2017-08-31,0.13011,2017-08-31,0.66793
2017-09-01,0.29528,2017-09-01,0.35034,2017-09-01,0.65169,2017-09-01,0.11959,2017-09-01,0.54186
2017-09-02,0.30783,2017-09-02,0.34107,2017-09-02,0.70808,2017-09-02,0.11283,2017-09-02,0.50534
2017-09-03,0.3286,2017-09-03,0.39237,2017-09-03,0.81603,2017-09-03,0.12077,2017-09-03,0.5719
2017-09-04,0.30267,2017-09-04,0.35634,2017-09-04,0.67671,2017-09-04,0.11555,2017-09-04,0.542
2017-09-05,0.30832,2017-09-05,0.37473,2017-09-05,0.62187,2017-09-05,0.12663,2017-09-05,0.55168
2017-09-06,0.30971,2017-09-06,0.36567,2017-09-06,0.68285,2017-09-06,0.14043,2017-09-06,0.56109
2017-09-07,0.3217,2017-09-07,0.32699,2017-09-07,0.73087,2017-09-07,0.12356,2017-09-07,0.52945
2017-09-08,0.28985,2017-09-08,0.29689,2017-09-08,0.60639,2017-09-08,0.09589,2017-09-08,0.42199
2017-09-09,0.29054,2017-09-09,0.28121,2017-09-09,0.74599,2017-09-09,0.10558,2017-09-09,0.41139
2017-09-10,0.32476,2017-09-10,0.35933,2017-09-10,0.8331,2017-09-10,0.11478,2017-09-10,0.46694
2017-09-11,0.32797,2017-09-11,0.35431,2017-09-11,0.76571,2017-09-11,0.12788,2017-09-11,0.52492
2017-09-12,0.30274,2017-09-12,0.31452,2017-09-12,0.62674,2017-09-12,0.11994,2017-09-12,0.49886
2017-09-13,0.28866,2017-09-13,0.31961,2017-09-13,0.57238,2017-09-13,0.11325,2017-09-13,0.51872
2017-09-14,0.30894,2017-09-14,0.31124,2017-09-14,0.56792,2017-09-14,0.14259,2017-09-14,0.50255
2017-09-15,0.27459,2017-09-15,0.29786,2017-09-15,0.55231,2017-09-15,0.10586,2017-09-15,0.43941
2017-09-16,0.30197,2017-09-16,0.3371,2017-09-16,0.66661,2017-09-16,0.1099,2017-09-16,0.46067
2017-09-17,0.33619,2017-09-17,0.39132,2017-09-17,0.83917,2017-09-17,0.12008,2017-09-17,0.51795
2017-09-18,0.3109,2017-09-18,0.34783,2017-09-18,0.69198,2017-09-18,0.11833,2017-09-18,0.49495
2017-09-19,0.29354,2017-09-19,0.33215,2017-09-19,0.67616,2017-09-19,0.12196,2017-09-19,0.50527
2017-09-20,0.29737,2017-09-20,0.36337,2017-09-20,0.68215,2017-09-20,0.12398,2017-09-20,0.52701
2017-09-21,0.3019,2017-09-21,0.35125,2017-09-21,0.6788,2017-09-21,0.12231,2017-09-21,0.50262
2017-09-22,0.28392,2017-09-22,0.32246,2017-09-22,0.58388,2017-09-22,0.09875,2017-09-22,0.43565
2017-09-23,0.28825,2017-09-23,0.31354,2017-09-23,0.6342,2017-09-23,0.09408,2017-09-23,0.40491
2017-09-24,0.30225,2017-09-24,0.34275,2017-09-24,0.75338,2017-09-24,0.09993,2017-09-24,0.4684
2017-09-25,0.27668,2017-09-25,0.32971,2017-09-25,0.651,2017-09-25,0.10203,2017-09-25,0.42603
2017-09-26,0.25549,2017-09-26,0.28678,2017-09-26,0.58423,2017-09-26,0.09575,2017-09-26,0.39724
2017-09-27,0.25883,2017-09-27,0.30664,2017-09-27,0.61873,2017-09-27,0.10203,2017-09-27,0.40491
2017-09-28,0.26901,2017-09-28,0.32009,2017-09-28,0.71644,2017-09-28,0.09527,2017-09-28,0.40428
2017-09-29,0.28894,2017-09-29,0.36254,2017-09-29,0.8308,2017-09-29,0.09952,2017-09-29,0.41202
2017-09-30,0.28901,2017-09-30,0.37571,2017-09-30,0.8377,2017-09-30,0.09422,2017-09-30,0.38902
2017-10-01,0.32567,2017-10-01,0.44227,2017-10-01,1.10881,2017-10-01,0.10628,2017-10-01,0.4546
2017-10-02,0.28469,2017-10-02,0.3893,2017-10-02,0.94608,2017-10-02,0.09763,2017-10-02,0.37794
2017-10-03,0.26037,2017-10-03,0.36881,2017-10-03,0.95841,2017-10-03,0.08641,2017-10-03,0.33118
2017-10-04,0.25019,2017-10-04,0.39062,2017-10-04,1.01981,2017-10-04,0.09067,2017-10-04,0.34051
2017-10-05,0.29187,2017-10-05,0.45509,2017-10-05,1.12393,2017-10-05,0.1092,2017-10-05,0.40394
2017-10-06,0.31884,2017-10-06,0.51077,2017-10-06,1.36507,2017-10-06,0.12663,2017-10-06,0.46087
2017-10-07,0.31013,2017-10-07,0.50785,2017-10-07,1.17537,2017-10-07,0.11429,2017-10-07,0.44561
2017-10-08,0.29152,2017-10-08,0.48659,2017-10-08,1.15641,2017-10-08,0.10384,2017-10-08,0.43927
2017-10-09,0.298,2017-10-09,0.48401,2017-10-09,1.24011,2017-10-09,0.11994,2017-10-09,0.45913
2017-10-10,0.26755,2017-10-10,0.43258,2017-10-10,1.13369,2017-10-10,0.11868,2017-10-10,0.44268
2017-10-11,0.29563,2017-10-11,0.54611,2017-10-11,1.48153,2017-10-11,0.16064,2017-10-11,0.56228
2017-10-12,0.35125,2017-10-12,0.78606,2017-10-12,2.42866,2017-10-12,0.19778,2017-10-12,0.71247
2017-10-13,0.32058,2017-10-13,0.75149,2017-10-13,2.65355,2017-10-13,0.1789,2017-10-13,0.58416
2017-10-14,0.30797,2017-10-14,0.70647,2017-10-14,2.30411,2017-10-14,0.15903,2017-10-14,0.52172
2017-10-15,0.33132,2017-10-15,0.75853,2017-10-15,2.53786,2017-10-15,0.16872,2017-10-15,0.57761
2017-10-16,0.3233,2017-10-16,0.74355,2017-10-16,2.52427,2017-10-16,0.18412,2017-10-16,0.60841
2017-10-17,0.3072,2017-10-17,0.70104,2017-10-17,2.19964,2017-10-17,0.17242,2017-10-17,0.57656
2017-10-18,0.32462,2017-10-18,0.70996,2017-10-18,2.40747,2017-10-18,0.1789,2017-10-18,0.57907
2017-10-19,0.28811,2017-10-19,0.62939,2017-10-19,1.98346,2017-10-19,0.14133,2017-10-19,0.50959
2017-10-20,0.26769,2017-10-20,0.5827,2017-10-20,1.76197,2017-10-20,0.12042,2017-10-20,0.43091
2017-10-21,0.25612,2017-10-21,0.56778,2017-10-21,1.77988,2017-10-21,0.10865,2017-10-21,0.40651
2017-10-22,0.30058,2017-10-22,0.6703,2017-10-22,2.43841,2017-10-22,0.12935,2017-10-22,0.46122
2017-10-23,0.2879,2017-10-23,0.68633,2017-10-23,2.7935,2017-10-23,0.14726,2017-10-23,0.50847
2017-10-24,0.29751,2017-10-24,0.71038,2017-10-24,2.84835,2017-10-24,0.14593,2017-10-24,0.51245
2017-10-25,0.27542,2017-10-25,0.67393,2017-10-25,2.81427,2017-10-25,0.13959,2017-10-25,0.4744
2017-10-26,0.25605,2017-10-26,0.64835,2017-10-26,2.73238,2017-10-26,0.13394,2017-10-26,0.43049
2017-10-27,0.22573,2017-10-27,0.57057,2017-10-27,2.27624,2017-10-27,0.11436,2017-10-27,0.35857
2017-10-28,0.23395,2017-10-28,0.58381,2017-10-28,2.41221,2017-10-28,0.10753,2017-10-28,0.34797
2017-10-29,0.26685,2017-10-29,0.78327,2017-10-29,5.13281,2017-10-29,0.15443,2017-10-29,0.41948
2017-10-30,0.23667,2017-10-30,1.00678,2017-10-30,59.63808,2017-10-30,0.20942,2017-10-30,0.4185
2017-10-31,0.21312,2017-10-31,0.906,2017-10-31,9.74684,2017-10-31,0.18113,2017-10-31,0.364
2017-11-01,0.21521,2017-11-01,0.86656,2017-11-01,7.25106,2017-11-01,0.15213,2017-11-01,0.34944
2017-11-02,0.20357,2017-11-02,0.75958,2017-11-02,5.60164,2017-11-02,0.13694,2017-11-02,0.33222
2017-11-03,0.19123,2017-11-03,0.75449,2017-11-03,6.02196,2017-11-03,0.13276,2017-11-03,0.29222
2017-11-04,0.20357,2017-11-04,0.91151,2017-11-04,8.09455,2017-11-04,0.14691,2017-11-04,0.29305
2017-11-05,0.2051,2017-11-05,0.99486,2017-11-05,10.53931,2017-11-05,0.16886,2017-11-05,0.29786
2017-11-06,0.19409,2017-11-06,0.9697,2017-11-06,8.329,2017-11-06,0.15604,2017-11-06,0.33557
2017-11-07,0.18956,2017-11-07,0.88865,2017-11-07,6.32909,2017-11-07,0.13834,2017-11-07,0.31076
2017-11-08,0.18447,2017-11-08,0.83791,2017-11-08,5.90752,2017-11-08,0.13311,2017-11-08,0.29215
2017-11-09,0.17576,2017-11-09,0.8062,2017-11-09,7.56733,2017-11-09,0.13478,2017-11-09,0.26406
2017-11-10,0.16154,2017-11-10,0.75184,2017-11-10,6.24428,2017-11-10,0.1198,2017-11-10,0.2235
2017-11-11,0.15924,2017-11-11,0.85234,2017-11-11,9.42221,2017-11-11,0.1336,2017-11-11,0.2189
2017-11-12,0.17207,2017-11-12,1.00434,2017-11-12,19.67697,2017-11-12,0.15276,2017-11-12,0.23772
2017-11-13,0.15367,2017-11-13,0.95367,2017-11-13,33.86186,2017-11-13,0.15367,2017-11-13,0.24232
2017-11-14,0.14656,2017-11-14,0.89109,2017-11-14,10.19371,2017-11-14,0.1536,2017-11-14,0.22873
2017-11-15,0.1267,2017-11-15,0.87269,2017-11-15,13.01418,2017-11-15,0.16384,2017-11-15,0.22245
2017-11-16,0.13715,2017-11-16,0.90217,2017-11-16,20.0462,2017-11-16,0.18475,2017-11-16,0.2051
2017-11-17,0.11359,2017-11-17,0.78244,2017-11-17,15.30255,2017-11-17,0.16991,2017-11-17,0.18315
2017-11-18,0.11799,2017-11-18,0.83011,2017-11-18,21.74211,2017-11-18,0.17583,2017-11-18,0.17959
2017-11-19,0.12551,2017-11-19,0.88489,2017-11-19,18.95356,2017-11-19,0.21047,2017-11-19,0.19193
2017-11-20,0.11924,2017-11-20,0.81958,2017-11-20,18.7196,2017-11-20,0.20169,2017-11-20,0.20719
2017-11-21,0.11959,2017-11-21,0.79422,2017-11-21,14.66395,2017-11-21,0.16635,2017-11-21,0.19479
2017-11-22,0.11617,2017-11-22,0.75031,2017-11-22,13.4814,2017-11-22,0.14572,2017-11-22,0.19263
2017-11-23,0.11109,2017-11-23,0.72334,2017-11-23,12.27321,2017-11-23,0.14161,2017-11-23,0.18099
2017-11-24,0.10126,2017-11-24,0.64333,2017-11-24,10.92053,2017-11-24,0.13206,2017-11-24,0.15869
2017-11-25,0.10279,2017-11-25,0.6963,2017-11-25,9.57469,2017-11-25,0.13806,2017-11-25,0.14482
2017-11-26,0.12063,2017-11-26,0.76648,2017-11-26,8.4426,2017-11-26,0.13722,2017-11-26,0.16419
2017-11-27,0.1115,2017-11-27,0.68647,2017-11-27,7.34828,2017-11-27,0.11589,2017-11-27,0.16782
2017-11-28,0.11248,2017-11-28,0.69184,2017-11-28,5.80605,2017-11-28,0.10669,2017-11-28,0.16586
2017-11-29,0.11122,2017-11-29,0.63971,2017-11-29,5.53187,2017-11-29,0.10412,2017-11-29,0.14154
2017-11-30,0.10182,2017-11-30,0.61803,2017-11-30,6.73394,2017-11-30,0.10851,2017-11-30,0.14914
2017-12-01,0.09164,2017-12-01,0.55433,2017-12-01,6.72188,2017-12-01,0.1069,2017-12-01,0.13541
2017-12-02,0.09987,2017-12-02,0.63546,2017-12-02,5.80507,2017-12-02,0.10628,2017-12-02,0.13339
2017-12-03,0.11004,2017-12-03,0.72801,2017-12-03,5.72708,2017-12-03,0.10739,2017-12-03,0.15792
2017-12-04,0.10823,2017-12-04,0.66584,2017-12-04,5.93756,2017-12-04,0.10488,2017-12-04,0.16531
2017-12-05,0.10467,2017-12-05,0.60793,2017-12-05,12.69812,2017-12-05,0.10467,2017-12-05,0.15827
2017-12-06,0.09708,2017-12-06,0.56918,2017-12-06,5.64269,2017-12-06,0.09833,2017-12-06,0.14907
2017-12-07,0.09861,2017-12-07,0.57489,2017-12-07,4.87007,2017-12-07,0.09659,2017-12-07,0.14802
2017-12-08,0.09603,2017-12-08,0.5282,2017-12-08,4.787,2017-12-08,0.09269,2017-12-08,0.14328
2017-12-09,0.10314,2017-12-09,0.59991,2017-12-09,4.44264,2017-12-09,0.08711,2017-12-09,0.13994
2017-12-10,0.11589,2017-12-10,0.69539,2017-12-10,5.07079,2017-12-10,0.09757,2017-12-10,0.19102
2017-12-11,0.10851,2017-12-11,0.60855,2017-12-11,6.16594,2017-12-11,0.10516,2017-12-11,0.17952
2017-12-12,0.10098,2017-12-12,0.5206,2017-12-12,6.19256,2017-12-12,0.10356,2017-12-12,0.17625
2017-12-13,0.10084,2017-12-13,0.58576,2017-12-13,5.65272,2017-12-13,0.09568,2017-12-13,0.17137
2017-12-14,0.10251,2017-12-14,0.50039,2017-12-14,4.6297,2017-12-14,0.08377,2017-12-14,0.16712
2017-12-15,0.09645,2017-12-15,0.48039,2017-12-15,3.64096,2017-12-15,0.0745,2017-12-15,0.13548
2017-12-16,0.10398,2017-12-16,0.56353,2017-12-16,4.19314,2017-12-16,0.08321,2017-12-16,0.1966
2017-12-17,0.10593,2017-12-17,0.62612,2017-12-17,4.70957,2017-12-17,0.08962,2017-12-17,0.19214
2017-12-18,0.10997,2017-12-18,0.51698,2017-12-18,3.78746,2017-12-18,0.08049,2017-12-18,0.169
2017-12-19,0.10433,2017-12-19,0.48478,2017-12-19,3.26149,2017-12-19,0.07373,2017-12-19,0.15673
2017-12-20,0.0975,2017-12-20,0.46847,2017-12-20,3.14141,2017-12-20,0.07749,2017-12-20,0.15213
2017-12-21,0.09213,2017-12-21,0.43815,2017-12-21,2.63655,2017-12-21,0.06662,2017-12-21,0.1444
2017-12-22,0.09039,2017-12-22,0.40136,2017-12-22,2.08005,2017-12-22,0.05512,2017-12-22,0.11959
2017-12-23,0.09603,2017-12-23,0.50694,2017-12-23,2.11343,2017-12-23,0.05868,2017-12-23,0.1207
2017-12-24,0.10391,2017-12-24,0.52325,2017-12-24,2.02214,2017-12-24,0.06223,2017-12-24,0.129
2017-12-25,0.10927,2017-12-25,0.53684,2017-12-25,2.14326,2017-12-25,0.06146,2017-12-25,0.13576
2017-12-26,0.10516,2017-12-26,0.48659,2017-12-26,2.15337,2017-12-26,0.05889,2017-12-26,0.14287
2017-12-27,0.09345,2017-12-27,0.43195,2017-12-27,2.26976,2017-12-27,0.06272,2017-12-27,0.13896
2017-12-28,0.10028,2017-12-28,0.41829,2017-12-28,1.97802,2017-12-28,0.05484,2017-12-28,0.13408
2017-12-29,0.09457,2017-12-29,0.40059,2017-12-29,1.6474,2017-12-29,0.05129,2017-12-29,0.12091
2017-12-30,0.09875,2017-12-30,0.44903,2017-12-30,1.65883,2017-12-30,0.05226,2017-12-30,0.12523
2017-12-31,0.09011,2017-12-31,0.43446,2017-12-31,1.51805,2017-12-31,0.05094,2017-12-31,0.11513
2018-01-01,0.10593,2018-01-01,0.46722,2018-01-01,1.59792,2018-01-01,0.05443,2018-01-01,0.14189
2018-01-02,0.10342,2018-01-02,0.43613,2018-01-02,1.59812,2018-01-02,0.05443,2018-01-02,0.15778
2018-01-03,0.10718,2018-01-03,0.43955,2018-01-03,1.62057,2018-01-03,0.05157,2018-01-03,0.16566
2018-01-04,0.10844,2018-01-04,0.42422,2018-01-04,1.55366,2018-01-04,0.05359,2018-01-04,0.16001
2018-01-05,0.10133,2018-01-05,0.39996,2018-01-05,1.39448,2018-01-05,0.05052,2018-01-05,0.15457
2018-01-06,0.10795,2018-01-06,0.47119,2018-01-06,1.47024,2018-01-06,0.05289,2018-01-06,0.18726
2018-01-07,0.11757,2018-01-07,0.53175,2018-01-07,1.62837,2018-01-07,0.05561,2018-01-07,0.1989
2018-01-08,0.12405,2018-01-08,0.4799,2018-01-08,1.56014,2018-01-08,0.05861,2018-01-08,0.20636
2018-01-09,0.12189,2018-01-09,0.46471,2018-01-09,1.69521,2018-01-09,0.05415,2018-01-09,0.20566
2018-01-10,0.11694,2018-01-10,0.44833,2018-01-10,1.91202,2018-01-10,0.06014,2018-01-10,0.19771
2018-01-11,0.11499,2018-01-11,0.41836,2018-01-11,2.09754,2018-01-11,0.05693,2018-01-11,0.19256
2018-01-12,0.10474,2018-01-12,0.37906,2018-01-12,2.01572,2018-01-12,0.0531,2018-01-12,0.18224
2018-01-13,0.10551,2018-01-13,0.43153,2018-01-13,1.64566,2018-01-13,0.05254,2018-01-13,0.17005
2018-01-14,0.12509,2018-01-14,0.50074,2018-01-14,1.56544,2018-01-14,0.05345,2018-01-14,0.2088
2018-01-15,0.13178,2018-01-15,0.49461,2018-01-15,1.29259,2018-01-15,0.05575,2018-01-15,0.21556
2018-01-16,0.14384,2018-01-16,0.476,2018-01-16,1.12707,2018-01-16,0.05059,2018-01-16,0.22636
2018-01-17,0.14747,2018-01-17,0.46729,2018-01-17,1.01465,2018-01-17,0.05275,2018-01-17,0.22343
2018-01-18,0.13827,2018-01-18,0.45481,2018-01-18,0.89227,2018-01-18,0.05192,2018-01-18,0.21249
2018-01-19,0.12823,2018-01-19,0.40728,2018-01-19,0.83255,2018-01-19,0.04697,2018-01-19,0.19911
2018-01-20,0.14482,2018-01-20,0.48708,2018-01-20,0.89889,2018-01-20,0.0476,2018-01-20,0.20371
2018-01-21,0.16377,2018-01-21,0.55886,2018-01-21,1.07173,2018-01-21,0.05463,2018-01-21,0.23249
2018-01-22,0.15388,2018-01-22,0.50562,2018-01-22,1.08602,2018-01-22,0.0531,2018-01-22,0.23932
2018-01-23,0.14858,2018-01-23,0.49328,2018-01-23,1.50794,2018-01-23,0.05324,2018-01-23,0.24155
2018-01-24,0.13987,2018-01-24,0.44993,2018-01-24,1.92826,2018-01-24,0.05401,2018-01-24,0.23995
2018-01-25,0.13311,2018-01-25,0.40763,2018-01-25,1.91244,2018-01-25,0.05185,2018-01-25,0.22294
2018-01-26,0.12558,2018-01-26,0.37773,2018-01-26,1.87871,2018-01-26,0.0531,2018-01-26,0.19987
2018-01-27,0.12809,2018-01-27,0.42826,2018-01-27,1.72734,2018-01-27,0.05094,2018-01-27,0.20838
2018-01-28,0.14489,2018-01-28,0.50199,2018-01-28,1.66008,2018-01-28,0.06195,2018-01-28,0.24887
2018-01-29,0.15046,2018-01-29,0.46129,2018-01-29,1.59157,2018-01-29,0.0531,2018-01-29,0.2465
2018-01-30,0.14942,2018-01-30,0.45377,2018-01-30,1.4096,2018-01-30,0.05624,2018-01-30,0.25103
2018-01-31,0.15555,2018-01-31,0.48088,2018-01-31,1.24485,2018-01-31,0.05819,2018-01-31,0.24754
2018-02-01,0.16496,2018-02-01,0.48067,2018-02-01,1.07745,2018-02-01,0.05449,2018-02-01,0.24538
2018-02-02,0.1529,2018-02-02,0.45934,2018-02-02,0.96594,2018-02-02,0.05052,2018-02-02,0.22775
2018-02-03,0.16893,2018-02-03,0.51837,2018-02-03,1.15244,2018-02-03,0.05366,2018-02-03,0.25033
2018-02-04,0.17785,2018-02-04,0.58953,2018-02-04,1.4894,2018-02-04,0.06802,2018-02-04,0.30741
2018-02-05,0.1697,2018-02-05,0.53356,2018-02-05,1.563,2018-02-05,0.06195,2018-02-05,0.27507
2018-02-06,0.16524,2018-02-06,0.50847,2018-02-06,1.51031,2018-02-06,0.06181,2018-02-06,0.27779
2018-02-07,0.16858,2018-02-07,0.51022,2018-02-07,1.31663,2018-02-07,0.06404,2018-02-07,0.27236
2018-02-08,0.17123,2018-02-08,0.53308,2018-02-08,1.09229,2018-02-08,0.06293,2018-02-08,0.25911
2018-02-09,0.17039,2018-02-09,0.52032,2018-02-09,0.87701,2018-02-09,0.05373,2018-02-09,0.23695
2018-02-10,0.17262,2018-02-10,0.53154,2018-02-10,0.94984,2018-02-10,0.05666,2018-02-10,0.24218
2018-02-11,0.19799,2018-02-11,0.61943,2018-02-11,1.13641,2018-02-11,0.06237,2018-02-11,0.30044
2018-02-12,0.17555,2018-02-12,0.52018,2018-02-12,0.98016,2018-02-12,0.05742,2018-02-12,0.25368
2018-02-13,0.1858,2018-02-13,0.49642,2018-02-13,0.79254,2018-02-13,0.05582,2018-02-13,0.24392
2018-02-14,0.17123,2018-02-14,0.48701,2018-02-14,0.628,2018-02-14,0.05352,2018-02-14,0.22817
