Date,Knit,Date,T-Shirt,Date,Shirt,Date,Blouse,Date,Hoodie
2020-11-09,4.51671,2020-11-09,0.57478,2020-11-09,0.6854,2020-11-09,1.28869,2020-11-09,4.61877
2020-11-10,4.43744,2020-11-10,0.53657,2020-11-10,0.65746,2020-11-10,1.19917,2020-11-10,4.51842
2020-11-11,4.13808,2020-11-11,0.51376,2020-11-11,0.60158,2020-11-11,1.18206,2020-11-11,4.21335
2020-11-12,3.98412,2020-11-12,0.55197,2020-11-12,0.64263,2020-11-12,1.13473,2020-11-12,3.84157
2020-11-13,3.49088,2020-11-13,0.47214,2020-11-13,0.60956,2020-11-13,1.10394,2020-11-13,3.50457
2020-11-14,3.86894,2020-11-14,0.46301,2020-11-14,0.61241,2020-11-14,1.25334,2020-11-14,4.07878
2020-11-15,4.55947,2020-11-15,0.5685,2020-11-15,0.75725,2020-11-15,1.45349,2020-11-15,4.91016
2020-11-16,4.01206,2020-11-16,0.56907,2020-11-16,0.65803,2020-11-16,1.27216,2020-11-16,4.12496
2020-11-17,3.86323,2020-11-17,0.58789,2020-11-17,0.62895,2020-11-17,1.3001,2020-11-17,3.98925
2020-11-18,3.52566,2020-11-18,0.6261,2020-11-18,0.65062,2020-11-18,1.31891,2020-11-18,3.68532
2020-11-19,3.4253,2020-11-19,0.56679,2020-11-19,0.63408,2020-11-19,1.30181,2020-11-19,3.57242
2020-11-20,3.35346,2020-11-20,0.46986,2020-11-20,0.55881,2020-11-20,1.00016,2020-11-20,3.19037
2020-11-21,3.75717,2020-11-21,0.41511,2020-11-21,0.56679,2020-11-21,1.08683,2020-11-21,3.64484
2020-11-22,4.53894,2020-11-22,0.52004,2020-11-22,0.6911,2020-11-22,1.27672,2020-11-22,4.47394
2020-11-23,3.78055,2020-11-23,0.52517,2020-11-23,0.57421,2020-11-23,1.10907,2020-11-23,3.59295
2020-11-24,3.703,2020-11-24,0.47442,2020-11-24,0.58333,2020-11-24,1.02867,2020-11-24,3.44868
2020-11-25,3.80906,2020-11-25,0.45788,2020-11-25,0.55311,2020-11-25,1.07486,2020-11-25,3.46408
2020-11-26,3.42987,2020-11-26,0.49266,2020-11-26,0.55767,2020-11-26,1.01499,2020-11-26,3.3814
2020-11-27,3.29415,2020-11-27,0.48468,2020-11-27,0.48582,2020-11-27,0.93287,2020-11-27,3.26165
2020-11-28,3.83757,2020-11-28,0.43051,2020-11-28,0.51319,2020-11-28,0.93002,2020-11-28,3.54904
2020-11-29,4.3867,2020-11-29,0.51148,2020-11-29,0.62439,2020-11-29,1.13074,2020-11-29,4.02004
2020-11-30,3.83529,2020-11-30,0.50179,2020-11-30,0.5628,2020-11-30,1.03152,2020-11-30,3.56957
2020-12-01,3.81762,2020-12-01,0.54741,2020-12-01,0.5896,2020-12-01,1.07771,2020-12-01,3.68475
2020-12-02,3.67392,2020-12-02,0.51832,2020-12-02,0.53657,2020-12-02,1.04806,2020-12-02,3.56102
2020-12-03,3.70072,2020-12-03,0.50293,2020-12-03,0.49552,2020-12-03,0.93401,2020-12-03,3.19266
2020-12-04,3.29701,2020-12-04,0.4345,2020-12-04,0.51091,2020-12-04,0.94257,2020-12-04,3.01475
2020-12-05,3.53764,2020-12-05,0.48639,2020-12-05,0.53372,2020-12-05,0.98134,2020-12-05,3.31924
2020-12-06,4.07136,2020-12-06,0.49324,2020-12-06,0.61241,2020-12-06,1.15526,2020-12-06,3.66879
2020-12-07,3.50628,2020-12-07,0.52631,2020-12-07,0.58732,2020-12-07,1.12105,2020-12-07,3.2263
2020-12-08,3.56102,2020-12-08,0.44933,2020-12-08,0.56508,2020-12-08,1.0549,2020-12-08,3.15673
2020-12-09,3.46978,2020-12-09,0.49894,2020-12-09,0.54341,2020-12-09,1.03608,2020-12-09,3.02843
2020-12-10,3.55531,2020-12-10,0.48867,2020-12-10,0.55653,2020-12-10,0.99788,2020-12-10,2.95944
2020-12-11,3.07234,2020-12-11,0.45275,2020-12-11,0.50008,2020-12-11,0.96994,2020-12-11,2.627
2020-12-12,3.28104,2020-12-12,0.44249,2020-12-12,0.48468,2020-12-12,0.99617,2020-12-12,2.85337
2020-12-13,3.82218,2020-12-13,0.49951,2020-12-13,0.61754,2020-12-13,1.15811,2020-12-13,3.36315
2020-12-14,3.22174,2020-12-14,0.46872,2020-12-14,0.49666,2020-12-14,0.97621,2020-12-14,3.14932
2020-12-15,3.33863,2020-12-15,0.45845,2020-12-15,0.51319,2020-12-15,0.91235,2020-12-15,3.17669
2020-12-16,3.28218,2020-12-16,0.42367,2020-12-16,0.46929,2020-12-16,0.90607,2020-12-16,3.02957
2020-12-17,3.04212,2020-12-17,0.41626,2020-12-17,0.50236,2020-12-17,0.89695,2020-12-17,2.8414
2020-12-18,2.60134,2020-12-18,0.40314,2020-12-18,0.471,2020-12-18,0.81256,2020-12-18,2.51181
2020-12-19,3.03185,2020-12-19,0.39801,2020-12-19,0.48012,2020-12-19,0.95283,2020-12-19,2.72793
2020-12-20,3.48746,2020-12-20,0.41968,2020-12-20,0.55026,2020-12-20,1.06859,2020-12-20,3.14305
2020-12-21,2.93149,2020-12-21,0.41683,2020-12-21,0.49438,2020-12-21,0.93116,2020-12-21,2.82372
2020-12-22,2.68174,2020-12-22,0.40884,2020-12-22,0.47556,2020-12-22,0.8348,2020-12-22,2.44852
2020-12-23,2.36812,2020-12-23,0.37748,2020-12-23,0.43963,2020-12-23,0.85361,2020-12-23,2.3436
2020-12-24,2.12406,2020-12-24,0.31419,2020-12-24,0.36551,2020-12-24,0.7008,2020-12-24,2.00147
2020-12-25,2.34474,2020-12-25,0.34213,2020-12-25,0.39744,2020-12-25,0.87927,2020-12-25,2.43369
2020-12-26,2.57169,2020-12-26,0.40143,2020-12-26,0.4613,2020-12-26,0.93344,2020-12-26,2.44339
2020-12-27,2.72679,2020-12-27,0.48981,2020-12-27,0.54513,2020-12-27,1.16838,2020-12-27,2.88702
2020-12-28,2.22385,2020-12-28,0.43507,2020-12-28,0.50236,2020-12-28,0.90379,2020-12-28,2.22955
2020-12-29,2.16797,2020-12-29,0.3866,2020-12-29,0.48582,2020-12-29,0.99902,2020-12-29,2.27118
2020-12-30,2.27061,2020-12-30,0.34954,2020-12-30,0.45047,2020-12-30,0.92489,2020-12-30,2.1292
2020-12-31,1.79676,2020-12-31,0.26857,2020-12-31,0.37634,2020-12-31,0.76694,2020-12-31,1.89312
2021-01-01,2.08757,2021-01-01,0.36437,2021-01-01,0.41911,2021-01-01,0.93801,2021-01-01,2.28487
2021-01-02,2.27973,2021-01-02,0.35809,2021-01-02,0.4881,2021-01-02,1.02639,2021-01-02,2.42913
2021-01-03,2.45593,2021-01-03,0.42424,2021-01-03,0.55026,2021-01-03,1.14157,2021-01-03,2.70284
2021-01-04,2.1788,2021-01-04,0.34783,2021-01-04,0.50008,2021-01-04,0.89296,2021-01-04,2.3607
2021-01-05,2.25749,2021-01-05,0.38888,2021-01-05,0.50977,2021-01-05,0.91292,2021-01-05,2.23925
2021-01-06,2.22328,2021-01-06,0.4134,2021-01-06,0.47727,2021-01-06,0.94428,2021-01-06,2.45878
2021-01-07,2.21074,2021-01-07,0.33186,2021-01-07,0.47214,2021-01-07,1.00757,2021-01-07,2.30824
2021-01-08,2.03454,2021-01-08,0.32787,2021-01-08,0.45389,2021-01-08,0.94029,2021-01-08,2.27403
2021-01-09,2.25293,2021-01-09,0.37862,2021-01-09,0.4767,2021-01-09,1.03095,2021-01-09,2.47931
2021-01-10,2.50896,2021-01-10,0.44762,2021-01-10,0.56223,2021-01-10,1.12846,2021-01-10,2.88074
2021-01-11,2.21701,2021-01-11,0.39801,2021-01-11,0.5514,2021-01-11,1.04008,2021-01-11,2.5044
2021-01-12,2.15999,2021-01-12,0.41283,2021-01-12,0.51091,2021-01-12,1.11591,2021-01-12,2.44453
2021-01-13,2.13832,2021-01-13,0.41626,2021-01-13,0.53885,2021-01-13,1.12276,2021-01-13,2.43084
2021-01-14,2.1406,2021-01-14,0.44077,2021-01-14,0.52574,2021-01-14,1.11306,2021-01-14,2.20618
2021-01-15,1.89369,2021-01-15,0.38147,2021-01-15,0.50521,2021-01-15,1.23908,2021-01-15,2.10696
2021-01-16,2.03967,2021-01-16,0.41283,2021-01-16,0.54113,2021-01-16,1.45748,2021-01-16,2.3972
2021-01-17,2.43939,2021-01-17,0.47442,2021-01-17,0.59017,2021-01-17,1.45463,2021-01-17,2.71538
2021-01-18,2.05564,2021-01-18,0.43849,2021-01-18,0.5782,2021-01-18,1.31321,2021-01-18,2.35158
2021-01-19,2.09954,2021-01-19,0.43393,2021-01-19,0.55539,2021-01-19,1.23509,2021-01-19,2.44282
2021-01-20,1.95756,2021-01-20,0.47556,2021-01-20,0.54969,2021-01-20,1.20259,2021-01-20,2.32706
2021-01-21,1.94958,2021-01-21,0.42538,2021-01-21,0.57763,2021-01-21,1.3537,2021-01-21,2.29513
2021-01-22,1.81443,2021-01-22,0.46586,2021-01-22,0.55767,2021-01-22,1.30067,2021-01-22,2.07902
2021-01-23,1.97809,2021-01-23,0.4556,2021-01-23,0.60842,2021-01-23,1.56069,2021-01-23,2.42856
2021-01-24,2.26149,2021-01-24,0.56964,2021-01-24,0.73786,2021-01-24,1.77794,2021-01-24,2.6977
2021-01-25,2.05906,2021-01-25,0.56337,2021-01-25,0.69509,2021-01-25,1.681,2021-01-25,2.45935
2021-01-26,1.96383,2021-01-26,0.57364,2021-01-26,0.69794,2021-01-26,1.71693,2021-01-26,2.51181
2021-01-27,1.82755,2021-01-27,0.52061,2021-01-27,0.70878,2021-01-27,1.57095,2021-01-27,2.36926
2021-01-28,1.84694,2021-01-28,0.48639,2021-01-28,0.65974,2021-01-28,1.54415,2021-01-28,2.40347
2021-01-29,1.6063,2021-01-29,0.43108,2021-01-29,0.58561,2021-01-29,1.34172,2021-01-29,2.10867
2021-01-30,1.88457,2021-01-30,0.45446,2021-01-30,0.68483,2021-01-30,1.5795,2021-01-30,2.41374
2021-01-31,2.22043,2021-01-31,0.60728,2021-01-31,0.81883,2021-01-31,1.84352,2021-01-31,2.71139
2021-02-01,1.9587,2021-02-01,0.56337,2021-02-01,0.78975,2021-02-01,1.68043,2021-02-01,2.43369
2021-02-02,1.95414,2021-02-02,0.55596,2021-02-02,0.74128,2021-02-02,1.63653,2021-02-02,2.40974
2021-02-03,1.85663,2021-02-03,0.53372,2021-02-03,0.72417,2021-02-03,1.65021,2021-02-03,2.25692
2021-02-04,1.77908,2021-02-04,0.51376,2021-02-04,0.70878,2021-02-04,1.51108,2021-02-04,2.1999
2021-02-05,1.58007,2021-02-05,0.48411,2021-02-05,0.6529,2021-02-05,1.49967,2021-02-05,2.04423
2021-02-06,1.89883,2021-02-06,0.50293,2021-02-06,0.76466,2021-02-06,1.87146,2021-02-06,2.41316
2021-02-07,2.1406,2021-02-07,0.63009,2021-02-07,0.8348,2021-02-07,2.08529,2021-02-07,2.86079
2021-02-08,1.76654,2021-02-08,0.57763,2021-02-08,0.75383,2021-02-08,1.65648,2021-02-08,2.24951
2021-02-09,1.53275,2021-02-09,0.51547,2021-02-09,0.62781,2021-02-09,1.51564,2021-02-09,1.94501
2021-02-10,1.36966,2021-02-10,0.45845,2021-02-10,0.62895,2021-02-10,1.42326,2021-02-10,1.92107
2021-02-11,1.5356,2021-02-11,0.46929,2021-02-11,0.66772,2021-02-11,1.60402,2021-02-11,2.18622
2021-02-12,1.69811,2021-02-12,0.57193,2021-02-12,0.80686,2021-02-12,1.85264,2021-02-12,2.68516
2021-02-13,1.819,2021-02-13,0.67628,2021-02-13,0.81826,2021-02-13,2.23069,2021-02-13,2.89101
2021-02-14,2.07788,2021-02-14,0.81883,2021-02-14,1.10736,2021-02-14,2.66349,2021-02-14,3.58896
2021-02-15,1.91479,2021-02-15,0.71733,2021-02-15,1.00358,2021-02-15,2.05165,2021-02-15,3.35916
2021-02-16,1.93646,2021-02-16,0.66715,2021-02-16,0.89353,2021-02-16,2.09156,2021-02-16,2.95259
2021-02-17,1.82242,2021-02-17,0.74356,2021-02-17,0.88098,2021-02-17,2.00432,2021-02-17,2.76727
2021-02-18,1.6428,2021-02-18,0.65632,2021-02-18,0.87699,2021-02-18,1.9701,2021-02-18,2.5905
2021-02-19,1.53046,2021-02-19,0.57592,2021-02-19,0.78633,2021-02-19,1.8783,2021-02-19,2.41488
2021-02-20,1.6331,2021-02-20,0.65803,2021-02-20,0.88155,2021-02-20,2.48273,2021-02-20,2.90013
2021-02-21,1.93133,2021-02-21,0.97792,2021-02-21,1.0435,2021-02-21,3.10484,2021-02-21,3.49601
2021-02-22,1.72833,2021-02-22,0.8941,2021-02-22,1.08569,2021-02-22,2.63099,2021-02-22,3.17099
2021-02-23,1.65249,2021-02-23,0.83138,2021-02-23,1.04464,2021-02-23,2.50383,2021-02-23,2.85794
2021-02-24,1.52533,2021-02-24,0.8616,2021-02-24,0.95283,2021-02-24,2.3014,2021-02-24,2.67033
2021-02-25,1.52191,2021-02-25,0.8194,2021-02-25,0.90893,2021-02-25,2.28258,2021-02-25,2.56883
2021-02-26,1.32005,2021-02-26,0.76295,2021-02-26,0.92432,2021-02-26,2.12634,2021-02-26,2.47133
2021-02-27,1.45748,2021-02-27,0.96937,2021-02-27,0.98876,2021-02-27,2.97483,2021-02-27,2.90184
2021-02-28,1.69583,2021-02-28,0.97507,2021-02-28,1.08341,2021-02-28,3.19494,2021-02-28,3.15217
2021-03-01,1.70438,2021-03-01,1.1507,2021-03-01,1.24764,2021-03-01,3.47776,2021-03-01,3.45553
2021-03-02,1.40274,2021-03-02,0.8616,2021-03-02,0.89809,2021-03-02,2.37724,2021-03-02,2.57169
2021-03-03,1.42897,2021-03-03,0.89239,2021-03-03,0.93002,2021-03-03,2.58309,2021-03-03,2.61274
2021-03-04,1.38734,2021-03-04,0.84506,2021-03-04,0.96595,2021-03-04,2.5158,2021-03-04,2.65038
2021-03-05,1.22825,2021-03-05,0.89581,2021-03-05,0.91235,2021-03-05,2.58366,2021-03-05,2.50725
2021-03-06,1.51279,2021-03-06,1.09368,2021-03-06,1.06802,2021-03-06,3.42017,2021-03-06,3.03242
2021-03-07,1.77965,2021-03-07,1.25961,2021-03-07,1.21342,2021-03-07,3.83985,2021-03-07,3.61234
2021-03-08,1.51678,2021-03-08,1.08341,2021-03-08,1.03266,2021-03-08,3.08431,2021-03-08,2.88531
2021-03-09,1.48086,2021-03-09,1.14842,2021-03-09,1.10622,2021-03-09,3.20919,2021-03-09,2.98224
2021-03-10,1.42497,2021-03-10,1.14728,2021-03-10,1.12447,2021-03-10,3.12252,2021-03-10,3.00334
2021-03-11,1.42269,2021-03-11,1.19917,2021-03-11,1.09254,2021-03-11,3.10883,2021-03-11,2.86934
2021-03-12,1.30124,2021-03-12,1.076,2021-03-12,0.96082,2021-03-12,2.95202,2021-03-12,2.59506
2021-03-13,1.45063,2021-03-13,1.17294,2021-03-13,1.09881,2021-03-13,3.48233,2021-03-13,3.15046
2021-03-14,1.75456,2021-03-14,1.43182,2021-03-14,1.30979,2021-03-14,4.01035,2021-03-14,3.72695
2021-03-15,1.4512,2021-03-15,1.33374,2021-03-15,1.18548,2021-03-15,3.18011,2021-03-15,3.25823
2021-03-16,1.42668,2021-03-16,1.28755,2021-03-16,1.23167,2021-03-16,3.30271,2021-03-16,3.27363
2021-03-17,1.413,2021-03-17,1.31777,2021-03-17,1.1678,2021-03-17,3.47776,2021-03-17,3.01133
2021-03-18,1.32405,2021-03-18,1.25049,2021-03-18,1.14899,2021-03-18,3.29701,2021-03-18,2.95316
2021-03-19,1.14157,2021-03-19,1.15355,2021-03-19,1.05148,2021-03-19,3.13392,2021-03-19,2.63669
2021-03-20,1.3708,2021-03-20,1.2961,2021-03-20,1.17123,2021-03-20,3.82617,2021-03-20,3.3067
2021-03-21,1.61258,2021-03-21,1.36795,2021-03-21,1.37422,2021-03-21,3.80735,2021-03-21,3.54049
2021-03-22,1.39874,2021-03-22,1.09938,2021-03-22,1.06517,2021-03-22,2.97198,2021-03-22,2.90355
2021-03-23,1.34001,2021-03-23,1.15811,2021-03-23,1.0492,2021-03-23,3.0347,2021-03-23,2.83741
2021-03-24,1.30751,2021-03-24,1.17465,2021-03-24,1.10679,2021-03-24,3.14704,2021-03-24,2.86934
2021-03-25,1.19232,2021-03-25,1.15982,2021-03-25,1.07372,2021-03-25,3.10598,2021-03-25,2.65893
2021-03-26,1.12105,2021-03-26,1.12162,2021-03-26,1.02183,2021-03-26,2.93492,2021-03-26,2.29912
2021-03-27,1.3058,2021-03-27,1.32519,2021-03-27,1.15526,2021-03-27,3.65567,2021-03-27,2.9218
2021-03-28,1.46603,2021-03-28,1.6428,2021-03-28,1.38107,2021-03-28,4.04285,2021-03-28,3.18752
2021-03-29,1.30523,2021-03-29,1.30523,2021-03-29,1.41243,2021-03-29,3.24226,2021-03-29,2.72165
2021-03-30,1.19575,2021-03-30,1.30409,2021-03-30,1.20658,2021-03-30,3.43386,2021-03-30,2.57283
2021-03-31,1.21399,2021-03-31,1.39703,2021-03-31,1.29097,2021-03-31,3.41333,2021-03-31,2.46334
2021-04-01,1.11706,2021-04-01,1.40616,2021-04-01,1.23053,2021-04-01,3.55988,2021-04-01,2.31623
2021-04-02,1.01727,2021-04-02,1.31777,2021-04-02,1.14443,2021-04-02,3.17783,2021-04-02,2.03796
2021-04-03,1.04065,2021-04-03,1.6006,2021-04-03,1.38506,2021-04-03,4.12154,2021-04-03,2.52892
2021-04-04,1.21171,2021-04-04,1.62398,2021-04-04,1.44265,2021-04-04,4.20023,2021-04-04,2.8146
2021-04-05,1.15184,2021-04-05,1.41015,2021-04-05,1.3383,2021-04-05,3.35688,2021-04-05,2.34189
2021-04-06,1.0703,2021-04-06,1.43923,2021-04-06,1.28185,2021-04-06,3.60093,2021-04-06,2.35899
2021-04-07,1.08683,2021-04-07,1.46033,2021-04-07,1.34286,2021-04-07,3.82446,2021-04-07,2.11209
2021-04-08,0.97051,2021-04-08,1.36225,2021-04-08,1.21912,2021-04-08,3.49829,2021-04-08,1.91194
2021-04-09,0.84962,2021-04-09,1.17864,2021-04-09,1.04578,2021-04-09,2.93891,2021-04-09,1.77395
2021-04-10,0.95853,2021-04-10,1.27729,2021-04-10,1.14386,2021-04-10,3.58953,2021-04-10,1.91935
2021-04-11,1.07486,2021-04-11,1.65876,2021-04-11,1.37936,2021-04-11,3.97443,2021-04-11,1.98322
2021-04-12,0.93801,2021-04-12,1.35313,2021-04-12,1.26417,2021-04-12,3.20805,2021-04-12,1.97581
2021-04-13,0.93287,2021-04-13,1.23566,2021-04-13,1.13245,2021-04-13,3.26051,2021-04-13,1.91821
2021-04-14,0.91976,2021-04-14,1.14899,2021-04-14,1.11991,2021-04-14,2.8739,2021-04-14,1.85207
2021-04-15,0.9055,2021-04-15,1.21513,2021-04-15,0.9899,2021-04-15,2.86934,2021-04-15,1.85435
2021-04-16,0.83651,2021-04-16,1.0492,2021-04-16,0.92261,2021-04-16,2.74047,2021-04-16,1.74943
2021-04-17,0.91634,2021-04-17,1.08113,2021-04-17,1.03494,2021-04-17,3.05979,2021-04-17,1.93019
2021-04-18,0.93059,2021-04-18,1.28584,2021-04-18,1.18548,2021-04-18,3.35346,2021-04-18,2.1406
2021-04-19,0.89011,2021-04-19,1.25562,2021-04-19,1.14215,2021-04-19,2.97711,2021-04-19,1.8247
2021-04-20,0.84221,2021-04-20,1.36966,2021-04-20,1.15583,2021-04-20,3.30727,2021-04-20,1.67017
2021-04-21,0.7544,2021-04-21,1.54415,2021-04-21,1.23794,2021-04-21,3.4943,2021-04-21,1.36396
2021-04-22,0.70022,2021-04-22,1.62455,2021-04-22,1.16609,2021-04-22,3.50913,2021-04-22,1.15298
2021-04-23,0.64605,2021-04-23,1.31093,2021-04-23,1.02582,2021-04-23,2.87447,2021-04-23,0.99332
2021-04-24,0.69338,2021-04-24,1.47686,2021-04-24,1.13758,2021-04-24,3.34547,2021-04-24,1.14557
2021-04-25,0.75611,2021-04-25,1.92221,2021-04-25,1.3919,2021-04-25,3.9385,2021-04-25,1.27843
2021-04-26,0.6586,2021-04-26,1.59547,2021-04-26,1.26987,2021-04-26,3.32723,2021-04-26,1.04749
2021-04-27,0.69566,2021-04-27,1.4398,2021-04-27,1.14899,2021-04-27,3.34604,2021-04-27,1.0549
2021-04-28,0.71904,2021-04-28,1.45748,2021-04-28,1.09995,2021-04-28,3.10769,2021-04-28,1.11649
2021-04-29,0.67685,2021-04-29,1.40274,2021-04-29,0.9899,2021-04-29,2.98909,2021-04-29,1.10508
2021-04-30,0.57364,2021-04-30,1.09311,2021-04-30,0.94884,2021-04-30,2.57796,2021-04-30,0.9859
2021-05-01,0.70479,2021-05-01,1.26303,2021-05-01,1.03551,2021-05-01,2.87675,2021-05-01,1.16895
2021-05-02,0.75782,2021-05-02,1.39532,2021-05-02,1.23566,2021-05-02,3.2109,2021-05-02,1.23908
2021-05-03,0.68255,2021-05-03,1.31663,2021-05-03,1.18833,2021-05-03,2.53918,2021-05-03,1.0874
2021-05-04,0.6854,2021-05-04,1.18377,2021-05-04,1.00358,2021-05-04,2.54888,2021-05-04,1.02468
2021-05-05,0.6797,2021-05-05,1.3651,2021-05-05,1.19575,2021-05-05,2.86706,2021-05-05,1.06688
2021-05-06,0.66715,2021-05-06,1.3229,2021-05-06,1.12675,2021-05-06,2.55344,2021-05-06,0.96652
2021-05-07,0.66316,2021-05-07,1.13131,2021-05-07,0.92204,2021-05-07,2.4183,2021-05-07,0.87756
2021-05-08,0.61754,2021-05-08,1.22711,2021-05-08,0.9859,2021-05-08,2.65608,2021-05-08,1.03209
2021-05-09,0.70137,2021-05-09,1.48314,2021-05-09,1.17351,2021-05-09,3.29872,2021-05-09,1.1142
2021-05-10,0.7008,2021-05-10,1.40102,2021-05-10,1.16324,2021-05-10,2.80776,2021-05-10,1.03894
2021-05-11,0.66487,2021-05-11,1.34172,2021-05-11,1.16723,2021-05-11,2.8089,2021-05-11,0.95112
2021-05-12,0.62781,2021-05-12,1.54814,2021-05-12,1.19461,2021-05-12,3.13107,2021-05-12,0.81541
2021-05-13,0.58333,2021-05-13,1.72548,2021-05-13,1.11934,2021-05-13,3.45553,2021-05-13,0.60614
2021-05-14,0.51547,2021-05-14,1.70894,2021-05-14,0.97621,2021-05-14,3.44355,2021-05-14,0.46016
2021-05-15,0.51205,2021-05-15,1.71921,2021-05-15,0.94428,2021-05-15,3.68076,2021-05-15,0.52745
2021-05-16,0.61868,2021-05-16,1.92677,2021-05-16,1.13473,2021-05-16,4.11584,2021-05-16,0.55368
2021-05-17,0.52916,2021-05-17,1.482,2021-05-17,1.04407,2021-05-17,3.10142,2021-05-17,0.62153
2021-05-18,0.52973,2021-05-18,1.35997,2021-05-18,0.90493,2021-05-18,3.00049,2021-05-18,0.48639
2021-05-19,0.51547,2021-05-19,1.71351,2021-05-19,0.99104,2021-05-19,3.58725,2021-05-19,0.47385
2021-05-20,0.55653,2021-05-20,1.48371,2021-05-20,0.98191,2021-05-20,3.15673,2021-05-20,0.51319
2021-05-21,0.48696,2021-05-21,1.15298,2021-05-21,0.86502,2021-05-21,2.68915,2021-05-21,0.53429
2021-05-22,0.48525,2021-05-22,1.3058,2021-05-22,0.94656,2021-05-22,3.27648,2021-05-22,0.47328
2021-05-23,0.5035,2021-05-23,1.70837,2021-05-23,1.09311,2021-05-23,3.69787,2021-05-23,0.5092
2021-05-24,0.49095,2021-05-24,1.62968,2021-05-24,1.02753,2021-05-24,3.10598,2021-05-24,0.49666
2021-05-25,0.51661,2021-05-25,1.50538,2021-05-25,1.02924,2021-05-25,3.07804,2021-05-25,0.49894
2021-05-26,0.51319,2021-05-26,1.5259,2021-05-26,1.03266,2021-05-26,3.17327,2021-05-26,0.50065
2021-05-27,0.50065,2021-05-27,1.36168,2021-05-27,0.9095,2021-05-27,2.895,2021-05-27,0.58846
2021-05-28,0.5149,2021-05-28,1.10394,2021-05-28,0.81142,2021-05-28,2.61502,2021-05-28,0.57649
2021-05-29,0.4613,2021-05-29,1.24421,2021-05-29,0.84278,2021-05-29,3.11568,2021-05-29,0.57078
2021-05-30,0.53771,2021-05-30,1.54472,2021-05-30,1.05946,2021-05-30,3.47092,2021-05-30,0.55026
2021-05-31,0.4824,2021-05-31,1.54985,2021-05-31,1.06802,2021-05-31,3.09344,2021-05-31,0.49495
2021-06-01,0.49266,2021-06-01,1.74601,2021-06-01,1.03665,2021-06-01,3.33635,2021-06-01,0.47784
2021-06-02,0.49381,2021-06-02,1.87089,2021-06-02,0.99389,2021-06-02,3.56273,2021-06-02,0.39174
2021-06-03,0.50008,2021-06-03,1.58064,2021-06-03,0.96595,2021-06-03,3.47149,2021-06-03,0.41683
2021-06-04,0.45161,2021-06-04,1.35199,2021-06-04,0.82054,2021-06-04,3.01418,2021-06-04,0.42595
2021-06-05,0.45446,2021-06-05,1.4723,2021-06-05,0.88384,2021-06-05,3.40478,2021-06-05,0.39744
2021-06-06,0.55026,2021-06-06,1.80588,2021-06-06,1.01156,2021-06-06,3.9174,2021-06-06,0.4231
2021-06-07,0.4613,2021-06-07,1.76996,2021-06-07,0.96994,2021-06-07,3.52281,2021-06-07,0.41511
2021-06-08,0.47898,2021-06-08,1.78421,2021-06-08,0.95283,2021-06-08,3.7777,2021-06-08,0.3866
2021-06-09,0.44648,2021-06-09,1.74715,2021-06-09,0.87756,2021-06-09,3.90144,2021-06-09,0.31989
2021-06-10,0.44819,2021-06-10,1.51564,2021-06-10,0.80058,2021-06-10,3.51426,2021-06-10,0.29765
2021-06-11,0.42709,2021-06-11,1.36966,2021-06-11,0.7179,2021-06-11,2.98624,2021-06-11,0.32901
2021-06-12,0.39516,2021-06-12,1.52077,2021-06-12,0.79773,2021-06-12,3.4561,2021-06-12,0.34042
2021-06-13,0.4077,2021-06-13,1.87773,2021-06-13,0.87528,2021-06-13,3.89574,2021-06-13,0.3484
2021-06-14,0.40257,2021-06-14,1.80189,2021-06-14,0.87642,2021-06-14,3.47263,2021-06-14,0.34612
2021-06-15,0.44192,2021-06-15,1.65819,2021-06-15,0.78918,2021-06-15,3.55646,2021-06-15,0.30734
2021-06-16,0.43051,2021-06-16,1.60858,2021-06-16,0.79773,2021-06-16,3.50228,2021-06-16,0.32331
2021-06-17,0.43108,2021-06-17,1.42783,2021-06-17,0.80914,2021-06-17,3.29644,2021-06-17,0.3638
2021-06-18,0.42253,2021-06-18,1.28584,2021-06-18,0.71733,2021-06-18,2.94803,2021-06-18,0.30962
2021-06-19,0.40884,2021-06-19,1.39988,2021-06-19,0.70365,2021-06-19,3.17954,2021-06-19,0.27256
2021-06-20,0.42823,2021-06-20,1.64964,2021-06-20,0.8194,2021-06-20,3.569,2021-06-20,0.37121
2021-06-21,0.43906,2021-06-21,1.6331,2021-06-21,0.82624,2021-06-21,3.28389,2021-06-21,0.3062
2021-06-22,0.42538,2021-06-22,1.53731,2021-06-22,0.804,2021-06-22,3.26108,2021-06-22,0.33757
2021-06-23,0.43621,2021-06-23,1.48941,2021-06-23,0.80914,2021-06-23,3.33179,2021-06-23,0.34954
2021-06-24,0.49324,2021-06-24,1.47572,2021-06-24,0.80686,2021-06-24,3.23827,2021-06-24,0.31761
2021-06-25,0.39288,2021-06-25,1.27158,2021-06-25,0.67114,2021-06-25,2.83285,2021-06-25,0.27598
2021-06-26,0.42538,2021-06-26,1.32747,2021-06-26,0.68597,2021-06-26,3.24283,2021-06-26,0.34042
2021-06-27,0.45788,2021-06-27,1.70894,2021-06-27,0.80743,2021-06-27,3.58497,2021-06-27,0.36779
2021-06-28,0.42766,2021-06-28,1.53218,2021-06-28,0.81655,2021-06-28,2.9429,2021-06-28,0.31305
